,RA_Center,DEC_Center
33635,298.06452,-39.0
33636,299.35484,-39.0
33637,300.64516,-39.0
33638,301.93548,-39.0
33639,303.22581,-39.0
33640,304.51613,-39.0
33641,305.80645,-39.0
33642,307.09677,-39.0
33643,308.3871,-39.0
33644,309.67742,-39.0
33645,310.96774,-39.0
33646,312.25806,-39.0
33647,313.54839,-39.0
33648,314.83871,-39.0
33649,316.12903,-39.0
33650,317.41935,-39.0
33651,318.70968,-39.0
33652,320.0,-39.0
33653,321.29032,-39.0
33654,322.58065,-39.0
33655,323.87097,-39.0
33656,325.16129,-39.0
33657,326.45161,-39.0
33658,327.74194,-39.0
33659,329.03226,-39.0
33660,330.32258,-39.0
33661,331.6129,-39.0
33662,332.90323,-39.0
33663,334.19355,-39.0
33664,335.48387,-39.0
33665,336.77419,-39.0
33666,338.06452,-39.0
33667,339.35484,-39.0
33668,340.64516,-39.0
33669,341.93548,-39.0
33670,343.22581,-39.0
33671,344.51613,-39.0
33672,345.80645,-39.0
33673,347.09677,-39.0
33674,348.3871,-39.0
33675,349.67742,-39.0
33676,350.96774,-39.0
33677,352.25806,-39.0
33678,353.54839,-39.0
33679,354.83871,-39.0
33680,356.12903,-39.0
33681,357.41935,-39.0
33682,358.70968,-39.0
33683,0.0,-40.0
33684,1.30909,-40.0
33685,2.61818,-40.0
33686,3.92727,-40.0
33687,5.23636,-40.0
33688,6.54545,-40.0
33689,7.85455,-40.0
33690,9.16364,-40.0
33691,10.47273,-40.0
33692,11.78182,-40.0
33693,13.09091,-40.0
33694,14.4,-40.0
33695,15.70909,-40.0
33696,17.01818,-40.0
33697,18.32727,-40.0
33698,19.63636,-40.0
33699,20.94545,-40.0
33700,22.25455,-40.0
33701,23.56364,-40.0
33702,24.87273,-40.0
33703,26.18182,-40.0
33704,27.49091,-40.0
33705,28.8,-40.0
33706,30.10909,-40.0
33707,31.41818,-40.0
33708,32.72727,-40.0
33709,34.03636,-40.0
33710,35.34545,-40.0
33711,36.65455,-40.0
33712,37.96364,-40.0
33713,39.27273,-40.0
33714,40.58182,-40.0
33715,41.89091,-40.0
33716,43.2,-40.0
33717,44.50909,-40.0
33718,45.81818,-40.0
33719,47.12727,-40.0
33720,48.43636,-40.0
33721,49.74545,-40.0
33722,51.05455,-40.0
33723,52.36364,-40.0
33724,53.67273,-40.0
33725,54.98182,-40.0
33726,56.29091,-40.0
33727,57.6,-40.0
33728,58.90909,-40.0
33729,60.21818,-40.0
33730,61.52727,-40.0
33731,62.83636,-40.0
33732,64.14545,-40.0
33733,65.45455,-40.0
33734,66.76364,-40.0
33735,68.07273,-40.0
33736,69.38182,-40.0
33737,70.69091,-40.0
33738,72.0,-40.0
33739,73.30909,-40.0
33740,74.61818,-40.0
33741,75.92727,-40.0
33742,77.23636,-40.0
33743,78.54545,-40.0
33744,79.85455,-40.0
33745,81.16364,-40.0
33746,82.47273,-40.0
33747,83.78182,-40.0
33748,85.09091,-40.0
33749,86.4,-40.0
33750,87.70909,-40.0
33751,89.01818,-40.0
33752,90.32727,-40.0
33753,91.63636,-40.0
33754,92.94545,-40.0
33755,94.25455,-40.0
33756,95.56364,-40.0
33757,96.87273,-40.0
33758,98.18182,-40.0
33759,99.49091,-40.0
33760,100.8,-40.0
33761,102.10909,-40.0
33762,103.41818,-40.0
33763,104.72727,-40.0
33764,106.03636,-40.0
33765,107.34545,-40.0
33766,108.65455,-40.0
33767,109.96364,-40.0
33768,111.27273,-40.0
33769,112.58182,-40.0
33770,113.89091,-40.0
33771,115.2,-40.0
33772,116.50909,-40.0
33773,117.81818,-40.0
33774,119.12727,-40.0
33775,120.43636,-40.0
33776,121.74545,-40.0
33777,123.05455,-40.0
33778,124.36364,-40.0
33779,125.67273,-40.0
33780,126.98182,-40.0
33781,128.29091,-40.0
33782,129.6,-40.0
33783,130.90909,-40.0
33784,132.21818,-40.0
33785,133.52727,-40.0
33786,134.83636,-40.0
33787,136.14545,-40.0
33788,137.45455,-40.0
33789,138.76364,-40.0
33790,140.07273,-40.0
33791,141.38182,-40.0
33792,142.69091,-40.0
33793,144.0,-40.0
33794,145.30909,-40.0
33795,146.61818,-40.0
33796,147.92727,-40.0
33797,149.23636,-40.0
33798,150.54545,-40.0
33799,151.85455,-40.0
33800,153.16364,-40.0
33801,154.47273,-40.0
33802,155.78182,-40.0
33803,157.09091,-40.0
33804,158.4,-40.0
33805,159.70909,-40.0
33806,161.01818,-40.0
33807,162.32727,-40.0
33808,163.63636,-40.0
33809,164.94545,-40.0
33810,166.25455,-40.0
33811,167.56364,-40.0
33812,168.87273,-40.0
33813,170.18182,-40.0
33814,171.49091,-40.0
33815,172.8,-40.0
33816,174.10909,-40.0
33817,175.41818,-40.0
33818,176.72727,-40.0
33819,178.03636,-40.0
33820,179.34545,-40.0
33821,180.65455,-40.0
33822,181.96364,-40.0
33823,183.27273,-40.0
33824,184.58182,-40.0
33825,185.89091,-40.0
33826,187.2,-40.0
33827,188.50909,-40.0
33828,189.81818,-40.0
33829,191.12727,-40.0
33830,192.43636,-40.0
33831,193.74545,-40.0
33832,195.05455,-40.0
33833,196.36364,-40.0
33834,197.67273,-40.0
33835,198.98182,-40.0
33836,200.29091,-40.0
33837,201.6,-40.0
33838,202.90909,-40.0
33839,204.21818,-40.0
33840,205.52727,-40.0
33841,206.83636,-40.0
33842,208.14545,-40.0
33843,209.45455,-40.0
33844,210.76364,-40.0
33845,212.07273,-40.0
33846,213.38182,-40.0
33847,214.69091,-40.0
33848,216.0,-40.0
33849,217.30909,-40.0
33850,218.61818,-40.0
33851,219.92727,-40.0
33852,221.23636,-40.0
33853,222.54545,-40.0
33854,223.85455,-40.0
33855,225.16364,-40.0
33856,226.47273,-40.0
33857,227.78182,-40.0
33858,229.09091,-40.0
33859,230.4,-40.0
33860,231.70909,-40.0
33861,233.01818,-40.0
33862,234.32727,-40.0
33863,235.63636,-40.0
33864,236.94545,-40.0
33865,238.25455,-40.0
33866,239.56364,-40.0
33867,240.87273,-40.0
33868,242.18182,-40.0
33869,243.49091,-40.0
33870,244.8,-40.0
33871,246.10909,-40.0
33872,247.41818,-40.0
33873,248.72727,-40.0
33874,250.03636,-40.0
33875,251.34545,-40.0
33876,252.65455,-40.0
33877,253.96364,-40.0
33878,255.27273,-40.0
33879,256.58182,-40.0
33880,257.89091,-40.0
33881,259.2,-40.0
33882,260.50909,-40.0
33883,261.81818,-40.0
33884,263.12727,-40.0
33885,264.43636,-40.0
33886,265.74545,-40.0
33887,267.05455,-40.0
33888,268.36364,-40.0
33889,269.67273,-40.0
33890,270.98182,-40.0
33891,272.29091,-40.0
33892,273.6,-40.0
33893,274.90909,-40.0
33894,276.21818,-40.0
33895,277.52727,-40.0
33896,278.83636,-40.0
33897,280.14545,-40.0
33898,281.45455,-40.0
33899,282.76364,-40.0
33900,284.07273,-40.0
33901,285.38182,-40.0
33902,286.69091,-40.0
33903,288.0,-40.0
33904,289.30909,-40.0
33905,290.61818,-40.0
33906,291.92727,-40.0
33907,293.23636,-40.0
33908,294.54545,-40.0
33909,295.85455,-40.0
33910,297.16364,-40.0
33911,298.47273,-40.0
33912,299.78182,-40.0
33913,301.09091,-40.0
33914,302.4,-40.0
33915,303.70909,-40.0
33916,305.01818,-40.0
33917,306.32727,-40.0
33918,307.63636,-40.0
33919,308.94545,-40.0
33920,310.25455,-40.0
33921,311.56364,-40.0
33922,312.87273,-40.0
33923,314.18182,-40.0
33924,315.49091,-40.0
33925,316.8,-40.0
33926,318.10909,-40.0
33927,319.41818,-40.0
33928,320.72727,-40.0
33929,322.03636,-40.0
33930,323.34545,-40.0
33931,324.65455,-40.0
33932,325.96364,-40.0
33933,327.27273,-40.0
33934,328.58182,-40.0
33935,329.89091,-40.0
33936,331.2,-40.0
33937,332.50909,-40.0
33938,333.81818,-40.0
33939,335.12727,-40.0
33940,336.43636,-40.0
33941,337.74545,-40.0
33942,339.05455,-40.0
33943,340.36364,-40.0
33944,341.67273,-40.0
33945,342.98182,-40.0
33946,344.29091,-40.0
33947,345.6,-40.0
33948,346.90909,-40.0
33949,348.21818,-40.0
33950,349.52727,-40.0
33951,350.83636,-40.0
33952,352.14545,-40.0
33953,353.45455,-40.0
33954,354.76364,-40.0
33955,356.07273,-40.0
33956,357.38182,-40.0
33957,358.69091,-40.0
33958,0.0,-41.0
33959,1.32841,-41.0
33960,2.65683,-41.0
33961,3.98524,-41.0
33962,5.31365,-41.0
33963,6.64207,-41.0
33964,7.97048,-41.0
33965,9.29889,-41.0
33966,10.62731,-41.0
33967,11.95572,-41.0
33968,13.28413,-41.0
33969,14.61255,-41.0
33970,15.94096,-41.0
33971,17.26937,-41.0
33972,18.59779,-41.0
33973,19.9262,-41.0
33974,21.25461,-41.0
33975,22.58303,-41.0
33976,23.91144,-41.0
33977,25.23985,-41.0
33978,26.56827,-41.0
33979,27.89668,-41.0
33980,29.22509,-41.0
33981,30.55351,-41.0
33982,31.88192,-41.0
33983,33.21033,-41.0
33984,34.53875,-41.0
33985,35.86716,-41.0
33986,37.19557,-41.0
33987,38.52399,-41.0
33988,39.8524,-41.0
33989,41.18081,-41.0
33990,42.50923,-41.0
33991,43.83764,-41.0
33992,45.16605,-41.0
33993,46.49446,-41.0
33994,47.82288,-41.0
33995,49.15129,-41.0
33996,50.4797,-41.0
33997,51.80812,-41.0
33998,53.13653,-41.0
33999,54.46494,-41.0
34000,55.79336,-41.0
34001,57.12177,-41.0
34002,58.45018,-41.0
34003,59.7786,-41.0
34004,61.10701,-41.0
34005,62.43542,-41.0
34006,63.76384,-41.0
34007,65.09225,-41.0
34008,66.42066,-41.0
34009,67.74908,-41.0
34010,69.07749,-41.0
34011,70.4059,-41.0
34012,71.73432,-41.0
34013,73.06273,-41.0
34014,74.39114,-41.0
34015,75.71956,-41.0
34016,77.04797,-41.0
34017,78.37638,-41.0
34018,79.7048,-41.0
34019,81.03321,-41.0
34020,82.36162,-41.0
34021,83.69004,-41.0
34022,85.01845,-41.0
34023,86.34686,-41.0
34024,87.67528,-41.0
34025,89.00369,-41.0
34026,90.3321,-41.0
34027,91.66052,-41.0
34028,92.98893,-41.0
34029,94.31734,-41.0
34030,95.64576,-41.0
34031,96.97417,-41.0
34032,98.30258,-41.0
34033,99.631,-41.0
34034,100.95941,-41.0
34035,102.28782,-41.0
34036,103.61624,-41.0
34037,104.94465,-41.0
34038,106.27306,-41.0
34039,107.60148,-41.0
34040,108.92989,-41.0
34041,110.2583,-41.0
34042,111.58672,-41.0
34043,112.91513,-41.0
34044,114.24354,-41.0
34045,115.57196,-41.0
34046,116.90037,-41.0
34047,118.22878,-41.0
34048,119.5572,-41.0
34049,120.88561,-41.0
34050,122.21402,-41.0
34051,123.54244,-41.0
34052,124.87085,-41.0
34053,126.19926,-41.0
34054,127.52768,-41.0
34055,128.85609,-41.0
34056,130.1845,-41.0
34057,131.51292,-41.0
34058,132.84133,-41.0
34059,134.16974,-41.0
34060,135.49815,-41.0
34061,136.82657,-41.0
34062,138.15498,-41.0
34063,139.48339,-41.0
34064,140.81181,-41.0
34065,142.14022,-41.0
34066,143.46863,-41.0
34067,144.79705,-41.0
34068,146.12546,-41.0
34069,147.45387,-41.0
34070,148.78229,-41.0
34071,150.1107,-41.0
34072,151.43911,-41.0
34073,152.76753,-41.0
34074,154.09594,-41.0
34075,155.42435,-41.0
34076,156.75277,-41.0
34077,158.08118,-41.0
34078,159.40959,-41.0
34079,160.73801,-41.0
34080,162.06642,-41.0
34081,163.39483,-41.0
34082,164.72325,-41.0
34083,166.05166,-41.0
34084,167.38007,-41.0
34085,168.70849,-41.0
34086,170.0369,-41.0
34087,171.36531,-41.0
34088,172.69373,-41.0
34089,174.02214,-41.0
34090,175.35055,-41.0
34091,176.67897,-41.0
34092,178.00738,-41.0
34093,179.33579,-41.0
34094,180.66421,-41.0
34095,181.99262,-41.0
34096,183.32103,-41.0
34097,184.64945,-41.0
34098,185.97786,-41.0
34099,187.30627,-41.0
34100,188.63469,-41.0
34101,189.9631,-41.0
34102,191.29151,-41.0
34103,192.61993,-41.0
34104,193.94834,-41.0
34105,195.27675,-41.0
34106,196.60517,-41.0
34107,197.93358,-41.0
34108,199.26199,-41.0
34109,200.59041,-41.0
34110,201.91882,-41.0
34111,203.24723,-41.0
34112,204.57565,-41.0
34113,205.90406,-41.0
34114,207.23247,-41.0
34115,208.56089,-41.0
34116,209.8893,-41.0
34117,211.21771,-41.0
34118,212.54613,-41.0
34119,213.87454,-41.0
34120,215.20295,-41.0
34121,216.53137,-41.0
34122,217.85978,-41.0
34123,219.18819,-41.0
34124,220.51661,-41.0
34125,221.84502,-41.0
34126,223.17343,-41.0
34127,224.50185,-41.0
34128,225.83026,-41.0
34129,227.15867,-41.0
34130,228.48708,-41.0
34131,229.8155,-41.0
34132,231.14391,-41.0
34133,232.47232,-41.0
34134,233.80074,-41.0
34135,235.12915,-41.0
34136,236.45756,-41.0
34137,237.78598,-41.0
34138,239.11439,-41.0
34139,240.4428,-41.0
34140,241.77122,-41.0
34141,243.09963,-41.0
34142,244.42804,-41.0
34143,245.75646,-41.0
34144,247.08487,-41.0
34145,248.41328,-41.0
34146,249.7417,-41.0
34147,251.07011,-41.0
34148,252.39852,-41.0
34149,253.72694,-41.0
34150,255.05535,-41.0
34151,256.38376,-41.0
34152,257.71218,-41.0
34153,259.04059,-41.0
34154,260.369,-41.0
34155,261.69742,-41.0
34156,263.02583,-41.0
34157,264.35424,-41.0
34158,265.68266,-41.0
34159,267.01107,-41.0
34160,268.33948,-41.0
34161,269.6679,-41.0
34162,270.99631,-41.0
34163,272.32472,-41.0
34164,273.65314,-41.0
34165,274.98155,-41.0
34166,276.30996,-41.0
34167,277.63838,-41.0
34168,278.96679,-41.0
34169,280.2952,-41.0
34170,281.62362,-41.0
34171,282.95203,-41.0
34172,284.28044,-41.0
34173,285.60886,-41.0
34174,286.93727,-41.0
34175,288.26568,-41.0
34176,289.5941,-41.0
34177,290.92251,-41.0
34178,292.25092,-41.0
34179,293.57934,-41.0
34180,294.90775,-41.0
34181,296.23616,-41.0
34182,297.56458,-41.0
34183,298.89299,-41.0
34184,300.2214,-41.0
34185,301.54982,-41.0
34186,302.87823,-41.0
34187,304.20664,-41.0
34188,305.53506,-41.0
34189,306.86347,-41.0
34190,308.19188,-41.0
34191,309.5203,-41.0
34192,310.84871,-41.0
34193,312.17712,-41.0
34194,313.50554,-41.0
34195,314.83395,-41.0
34196,316.16236,-41.0
34197,317.49077,-41.0
34198,318.81919,-41.0
34199,320.1476,-41.0
34200,321.47601,-41.0
34201,322.80443,-41.0
34202,324.13284,-41.0
34203,325.46125,-41.0
34204,326.78967,-41.0
34205,328.11808,-41.0
34206,329.44649,-41.0
34207,330.77491,-41.0
34208,332.10332,-41.0
34209,333.43173,-41.0
34210,334.76015,-41.0
34211,336.08856,-41.0
34212,337.41697,-41.0
34213,338.74539,-41.0
34214,340.0738,-41.0
34215,341.40221,-41.0
34216,342.73063,-41.0
34217,344.05904,-41.0
34218,345.38745,-41.0
34219,346.71587,-41.0
34220,348.04428,-41.0
34221,349.37269,-41.0
34222,350.70111,-41.0
34223,352.02952,-41.0
34224,353.35793,-41.0
34225,354.68635,-41.0
34226,356.01476,-41.0
34227,357.34317,-41.0
34228,358.67159,-41.0
34229,0.0,-42.0
34230,1.34831,-42.0
34231,2.69663,-42.0
34232,4.04494,-42.0
34233,5.39326,-42.0
34234,6.74157,-42.0
34235,8.08989,-42.0
34236,9.4382,-42.0
34237,10.78652,-42.0
34238,12.13483,-42.0
34239,13.48315,-42.0
34240,14.83146,-42.0
34241,16.17978,-42.0
34242,17.52809,-42.0
34243,18.8764,-42.0
34244,20.22472,-42.0
34245,21.57303,-42.0
34246,22.92135,-42.0
34247,24.26966,-42.0
34248,25.61798,-42.0
34249,26.96629,-42.0
34250,28.31461,-42.0
34251,29.66292,-42.0
34252,31.01124,-42.0
34253,32.35955,-42.0
34254,33.70787,-42.0
34255,35.05618,-42.0
34256,36.40449,-42.0
34257,37.75281,-42.0
34258,39.10112,-42.0
34259,40.44944,-42.0
34260,41.79775,-42.0
34261,43.14607,-42.0
34262,44.49438,-42.0
34263,45.8427,-42.0
34264,47.19101,-42.0
34265,48.53933,-42.0
34266,49.88764,-42.0
34267,51.23596,-42.0
34268,52.58427,-42.0
34269,53.93258,-42.0
34270,55.2809,-42.0
34271,56.62921,-42.0
34272,57.97753,-42.0
34273,59.32584,-42.0
34274,60.67416,-42.0
34275,62.02247,-42.0
34276,63.37079,-42.0
34277,64.7191,-42.0
34278,66.06742,-42.0
34279,67.41573,-42.0
34280,68.76404,-42.0
34281,70.11236,-42.0
34282,71.46067,-42.0
34283,72.80899,-42.0
34284,74.1573,-42.0
34285,75.50562,-42.0
34286,76.85393,-42.0
34287,78.20225,-42.0
34288,79.55056,-42.0
34289,80.89888,-42.0
34290,82.24719,-42.0
34291,83.59551,-42.0
34292,84.94382,-42.0
34293,86.29213,-42.0
34294,87.64045,-42.0
34295,88.98876,-42.0
34296,90.33708,-42.0
34297,91.68539,-42.0
34298,93.03371,-42.0
34299,94.38202,-42.0
34300,95.73034,-42.0
34301,97.07865,-42.0
34302,98.42697,-42.0
34303,99.77528,-42.0
34304,101.1236,-42.0
34305,102.47191,-42.0
34306,103.82022,-42.0
34307,105.16854,-42.0
34308,106.51685,-42.0
34309,107.86517,-42.0
34310,109.21348,-42.0
34311,110.5618,-42.0
34312,111.91011,-42.0
34313,113.25843,-42.0
34314,114.60674,-42.0
34315,115.95506,-42.0
34316,117.30337,-42.0
34317,118.65169,-42.0
34318,120.0,-42.0
34319,121.34831,-42.0
34320,122.69663,-42.0
34321,124.04494,-42.0
34322,125.39326,-42.0
34323,126.74157,-42.0
34324,128.08989,-42.0
34325,129.4382,-42.0
34326,130.78652,-42.0
34327,132.13483,-42.0
34328,133.48315,-42.0
34329,134.83146,-42.0
34330,136.17978,-42.0
34331,137.52809,-42.0
34332,138.8764,-42.0
34333,140.22472,-42.0
34334,141.57303,-42.0
34335,142.92135,-42.0
34336,144.26966,-42.0
34337,145.61798,-42.0
34338,146.96629,-42.0
34339,148.31461,-42.0
34340,149.66292,-42.0
34341,151.01124,-42.0
34342,152.35955,-42.0
34343,153.70787,-42.0
34344,155.05618,-42.0
34345,156.40449,-42.0
34346,157.75281,-42.0
34347,159.10112,-42.0
34348,160.44944,-42.0
34349,161.79775,-42.0
34350,163.14607,-42.0
34351,164.49438,-42.0
34352,165.8427,-42.0
34353,167.19101,-42.0
34354,168.53933,-42.0
34355,169.88764,-42.0
34356,171.23596,-42.0
34357,172.58427,-42.0
34358,173.93258,-42.0
34359,175.2809,-42.0
34360,176.62921,-42.0
34361,177.97753,-42.0
34362,179.32584,-42.0
34363,180.67416,-42.0
34364,182.02247,-42.0
34365,183.37079,-42.0
34366,184.7191,-42.0
34367,186.06742,-42.0
34368,187.41573,-42.0
34369,188.76404,-42.0
34370,190.11236,-42.0
34371,191.46067,-42.0
34372,192.80899,-42.0
34373,194.1573,-42.0
34374,195.50562,-42.0
34375,196.85393,-42.0
34376,198.20225,-42.0
34377,199.55056,-42.0
34378,200.89888,-42.0
34379,202.24719,-42.0
34380,203.59551,-42.0
34381,204.94382,-42.0
34382,206.29213,-42.0
34383,207.64045,-42.0
34384,208.98876,-42.0
34385,210.33708,-42.0
34386,211.68539,-42.0
34387,213.03371,-42.0
34388,214.38202,-42.0
34389,215.73034,-42.0
34390,217.07865,-42.0
34391,218.42697,-42.0
34392,219.77528,-42.0
34393,221.1236,-42.0
34394,222.47191,-42.0
34395,223.82022,-42.0
34396,225.16854,-42.0
34397,226.51685,-42.0
34398,227.86517,-42.0
34399,229.21348,-42.0
34400,230.5618,-42.0
34401,231.91011,-42.0
34402,233.25843,-42.0
34403,234.60674,-42.0
34404,235.95506,-42.0
34405,237.30337,-42.0
34406,238.65169,-42.0
34407,240.0,-42.0
34408,241.34831,-42.0
34409,242.69663,-42.0
34410,244.04494,-42.0
34411,245.39326,-42.0
34412,246.74157,-42.0
34413,248.08989,-42.0
34414,249.4382,-42.0
34415,250.78652,-42.0
34416,252.13483,-42.0
34417,253.48315,-42.0
34418,254.83146,-42.0
34419,256.17978,-42.0
34420,257.52809,-42.0
34421,258.8764,-42.0
34422,260.22472,-42.0
34423,261.57303,-42.0
34424,262.92135,-42.0
34425,264.26966,-42.0
34426,265.61798,-42.0
34427,266.96629,-42.0
34428,268.31461,-42.0
34429,269.66292,-42.0
34430,271.01124,-42.0
34431,272.35955,-42.0
34432,273.70787,-42.0
34433,275.05618,-42.0
34434,276.40449,-42.0
34435,277.75281,-42.0
34436,279.10112,-42.0
34437,280.44944,-42.0
34438,281.79775,-42.0
34439,283.14607,-42.0
34440,284.49438,-42.0
34441,285.8427,-42.0
34442,287.19101,-42.0
34443,288.53933,-42.0
34444,289.88764,-42.0
34445,291.23596,-42.0
34446,292.58427,-42.0
34447,293.93258,-42.0
34448,295.2809,-42.0
34449,296.62921,-42.0
34450,297.97753,-42.0
34451,299.32584,-42.0
34452,300.67416,-42.0
34453,302.02247,-42.0
34454,303.37079,-42.0
34455,304.7191,-42.0
34456,306.06742,-42.0
34457,307.41573,-42.0
34458,308.76404,-42.0
34459,310.11236,-42.0
34460,311.46067,-42.0
34461,312.80899,-42.0
34462,314.1573,-42.0
34463,315.50562,-42.0
34464,316.85393,-42.0
34465,318.20225,-42.0
34466,319.55056,-42.0
34467,320.89888,-42.0
34468,322.24719,-42.0
34469,323.59551,-42.0
34470,324.94382,-42.0
34471,326.29213,-42.0
34472,327.64045,-42.0
34473,328.98876,-42.0
34474,330.33708,-42.0
34475,331.68539,-42.0
34476,333.03371,-42.0
34477,334.38202,-42.0
34478,335.73034,-42.0
34479,337.07865,-42.0
34480,338.42697,-42.0
34481,339.77528,-42.0
34482,341.1236,-42.0
34483,342.47191,-42.0
34484,343.82022,-42.0
34485,345.16854,-42.0
34486,346.51685,-42.0
34487,347.86517,-42.0
34488,349.21348,-42.0
34489,350.5618,-42.0
34490,351.91011,-42.0
34491,353.25843,-42.0
34492,354.60674,-42.0
34493,355.95506,-42.0
34494,357.30337,-42.0
34495,358.65169,-42.0
34496,0.0,-43.0
34497,1.36882,-43.0
34498,2.73764,-43.0
34499,4.10646,-43.0
34500,5.47529,-43.0
34501,6.84411,-43.0
34502,8.21293,-43.0
34503,9.58175,-43.0
34504,10.95057,-43.0
34505,12.31939,-43.0
34506,13.68821,-43.0
34507,15.05703,-43.0
34508,16.42586,-43.0
34509,17.79468,-43.0
34510,19.1635,-43.0
34511,20.53232,-43.0
34512,21.90114,-43.0
34513,23.26996,-43.0
34514,24.63878,-43.0
34515,26.0076,-43.0
34516,27.37643,-43.0
34517,28.74525,-43.0
34518,30.11407,-43.0
34519,31.48289,-43.0
34520,32.85171,-43.0
34521,34.22053,-43.0
34522,35.58935,-43.0
34523,36.95817,-43.0
34524,38.327,-43.0
34525,39.69582,-43.0
34526,41.06464,-43.0
34527,42.43346,-43.0
34528,43.80228,-43.0
34529,45.1711,-43.0
34530,46.53992,-43.0
34531,47.90875,-43.0
34532,49.27757,-43.0
34533,50.64639,-43.0
34534,52.01521,-43.0
34535,53.38403,-43.0
34536,54.75285,-43.0
34537,56.12167,-43.0
34538,57.49049,-43.0
34539,58.85932,-43.0
34540,60.22814,-43.0
34541,61.59696,-43.0
34542,62.96578,-43.0
34543,64.3346,-43.0
34544,65.70342,-43.0
34545,67.07224,-43.0
34546,68.44106,-43.0
34547,69.80989,-43.0
34548,71.17871,-43.0
34549,72.54753,-43.0
34550,73.91635,-43.0
34551,75.28517,-43.0
34552,76.65399,-43.0
34553,78.02281,-43.0
34554,79.39163,-43.0
34555,80.76046,-43.0
34556,82.12928,-43.0
34557,83.4981,-43.0
34558,84.86692,-43.0
34559,86.23574,-43.0
34560,87.60456,-43.0
34561,88.97338,-43.0
34562,90.34221,-43.0
34563,91.71103,-43.0
34564,93.07985,-43.0
34565,94.44867,-43.0
34566,95.81749,-43.0
34567,97.18631,-43.0
34568,98.55513,-43.0
34569,99.92395,-43.0
34570,101.29278,-43.0
34571,102.6616,-43.0
34572,104.03042,-43.0
34573,105.39924,-43.0
34574,106.76806,-43.0
34575,108.13688,-43.0
34576,109.5057,-43.0
34577,110.87452,-43.0
34578,112.24335,-43.0
34579,113.61217,-43.0
34580,114.98099,-43.0
34581,116.34981,-43.0
34582,117.71863,-43.0
34583,119.08745,-43.0
34584,120.45627,-43.0
34585,121.8251,-43.0
34586,123.19392,-43.0
34587,124.56274,-43.0
34588,125.93156,-43.0
34589,127.30038,-43.0
34590,128.6692,-43.0
34591,130.03802,-43.0
34592,131.40684,-43.0
34593,132.77567,-43.0
34594,134.14449,-43.0
34595,135.51331,-43.0
34596,136.88213,-43.0
34597,138.25095,-43.0
34598,139.61977,-43.0
34599,140.98859,-43.0
34600,142.35741,-43.0
34601,143.72624,-43.0
34602,145.09506,-43.0
34603,146.46388,-43.0
34604,147.8327,-43.0
34605,149.20152,-43.0
34606,150.57034,-43.0
34607,151.93916,-43.0
34608,153.30798,-43.0
34609,154.67681,-43.0
34610,156.04563,-43.0
34611,157.41445,-43.0
34612,158.78327,-43.0
34613,160.15209,-43.0
34614,161.52091,-43.0
34615,162.88973,-43.0
34616,164.25856,-43.0
34617,165.62738,-43.0
34618,166.9962,-43.0
34619,168.36502,-43.0
34620,169.73384,-43.0
34621,171.10266,-43.0
34622,172.47148,-43.0
34623,173.8403,-43.0
34624,175.20913,-43.0
34625,176.57795,-43.0
34626,177.94677,-43.0
34627,179.31559,-43.0
34628,180.68441,-43.0
34629,182.05323,-43.0
34630,183.42205,-43.0
34631,184.79087,-43.0
34632,186.1597,-43.0
34633,187.52852,-43.0
34634,188.89734,-43.0
34635,190.26616,-43.0
34636,191.63498,-43.0
34637,193.0038,-43.0
34638,194.37262,-43.0
34639,195.74144,-43.0
34640,197.11027,-43.0
34641,198.47909,-43.0
34642,199.84791,-43.0
34643,201.21673,-43.0
34644,202.58555,-43.0
34645,203.95437,-43.0
34646,205.32319,-43.0
34647,206.69202,-43.0
34648,208.06084,-43.0
34649,209.42966,-43.0
34650,210.79848,-43.0
34651,212.1673,-43.0
34652,213.53612,-43.0
34653,214.90494,-43.0
34654,216.27376,-43.0
34655,217.64259,-43.0
34656,219.01141,-43.0
34657,220.38023,-43.0
34658,221.74905,-43.0
34659,223.11787,-43.0
34660,224.48669,-43.0
34661,225.85551,-43.0
34662,227.22433,-43.0
34663,228.59316,-43.0
34664,229.96198,-43.0
34665,231.3308,-43.0
34666,232.69962,-43.0
34667,234.06844,-43.0
34668,235.43726,-43.0
34669,236.80608,-43.0
34670,238.1749,-43.0
34671,239.54373,-43.0
34672,240.91255,-43.0
34673,242.28137,-43.0
34674,243.65019,-43.0
34675,245.01901,-43.0
34676,246.38783,-43.0
34677,247.75665,-43.0
34678,249.12548,-43.0
34679,250.4943,-43.0
34680,251.86312,-43.0
34681,253.23194,-43.0
34682,254.60076,-43.0
34683,255.96958,-43.0
34684,257.3384,-43.0
34685,258.70722,-43.0
34686,260.07605,-43.0
34687,261.44487,-43.0
34688,262.81369,-43.0
34689,264.18251,-43.0
34690,265.55133,-43.0
34691,266.92015,-43.0
34692,268.28897,-43.0
34693,269.65779,-43.0
34694,271.02662,-43.0
34695,272.39544,-43.0
34696,273.76426,-43.0
34697,275.13308,-43.0
34698,276.5019,-43.0
34699,277.87072,-43.0
34700,279.23954,-43.0
34701,280.60837,-43.0
34702,281.97719,-43.0
34703,283.34601,-43.0
34704,284.71483,-43.0
34705,286.08365,-43.0
34706,287.45247,-43.0
34707,288.82129,-43.0
34708,290.19011,-43.0
34709,291.55894,-43.0
34710,292.92776,-43.0
34711,294.29658,-43.0
34712,295.6654,-43.0
